date	who	what	link	helper	counter	flag
2014-03-15	The OECD recommends that men and women 	 retire at the same age and that Poland 	http://www.economist.com/news/europe/21599063-oecd-recommends-more-reform-can-do-even-better	1	23	EUROPE
2014-03-15	A law that prevents firms laying off an employee in the last four years before retirement 	 go, as it discourages firms from hiring older people	http://www.economist.com/news/europe/21599063-oecd-recommends-more-reform-can-do-even-better	1	24	EUROPE
2014-03-15	That 	 make the labour market more flexible, as workers would find it easier to commute	http://www.economist.com/news/europe/21599063-oecd-recommends-more-reform-can-do-even-better	1	25	EUROPE
2014-03-15	“That works for an order of 100,000 pencils, but not for motorways, where they 	 opt for the best value for money,” says Mr Jarrett	http://www.economist.com/news/europe/21599063-oecd-recommends-more-reform-can-do-even-better	1	26	EUROPE
2014-03-15	Poland 	 be aiming to do the same	http://www.economist.com/news/europe/21599063-oecd-recommends-more-reform-can-do-even-better	1	27	EUROPE
2014-03-15	Reprints     The theory is that the president of the European Commission 	 no longer be selected by leaders in murky back-room deals	http://www.economist.com/news/europe/21599060-flawed-attempt-make-up-eus-democratic-deficit-election-or-selection	1	28	EUROPE
2014-03-15	Instead he or she 	 be indirectly elected: each of the main political “families” in the European Parliament selects a Spitzenkandidat, and the champion of the biggest group after the poll gets the job	http://www.economist.com/news/europe/21599060-flawed-attempt-make-up-eus-democratic-deficit-election-or-selection	1	29	EUROPE
2014-03-15	The Lisbon treaty ambiguously says that EU leaders 	 propose the candidate, “taking into account” the result of the European election	http://www.economist.com/news/europe/21599060-flawed-attempt-make-up-eus-democratic-deficit-election-or-selection	1	30	EUROPE
2014-03-22	Brandishing fabricated accounts of Ukrainian fascists threatening Crimea, he has defied the principle that intervention abroad 	 be a last resort in the face of genuine suffering	http://www.economist.com/news/leaders/21599346-post-soviet-world-order-was-far-perfect-vladimir-putins-idea-replacing-it	1	1	LEADERS
2014-03-22	Even China 	 pause	http://www.economist.com/news/leaders/21599346-post-soviet-world-order-was-far-perfect-vladimir-putins-idea-replacing-it	1	2	LEADERS
2014-03-22	But Crimea 	 also matter to the rest of the world	http://www.economist.com/news/leaders/21599346-post-soviet-world-order-was-far-perfect-vladimir-putins-idea-replacing-it	1	3	LEADERS
2014-03-22	France 	 withhold its arms sales to Russia; and, in case eastern Ukraine is next, Germany must be prepared to embargo Russian oil and gas	http://www.economist.com/news/leaders/21599346-post-soviet-world-order-was-far-perfect-vladimir-putins-idea-replacing-it	1	4	LEADERS
2014-03-22	Planning 	 start right now to lessen Europe’s dependence on Russian energy and to strengthen NATO	http://www.economist.com/news/leaders/21599346-post-soviet-world-order-was-far-perfect-vladimir-putins-idea-replacing-it	1	5	LEADERS
2014-03-22	But instead of acquiescing in his illegal annexation of Crimea, they 	 reflect on what kind of a world order they want to live under	http://www.economist.com/news/leaders/21599346-post-soviet-world-order-was-far-perfect-vladimir-putins-idea-replacing-it	1	6	LEADERS
2014-03-22	Citizens 	 not forfeit their property unless convicted of a crime; and the proceeds 	http://www.economist.com/news/leaders/21599359-no-knock-raids-assault-weapons-and-armoured-cars-americas-police-use-paramilitary-tactics-too	1	7	LEADERS
2014-03-22	They 	 use the minimum force necessary to accomplish those goals	http://www.economist.com/news/leaders/21599359-no-knock-raids-assault-weapons-and-armoured-cars-americas-police-use-paramilitary-tactics-too	1	8	LEADERS
2014-03-22	They 	 not be used to serve search warrants on non-violent offenders, or to make sure that strip joints are code-compliant, or in any circumstance where a knock on the door from a regular cop would suffice	http://www.economist.com/news/leaders/21599359-no-knock-raids-assault-weapons-and-armoured-cars-americas-police-use-paramilitary-tactics-too	1	9	LEADERS
2014-03-22	Much of the money to plug the gap needs to come from the public purse: even in an age of austerity many governments 	 be spending more	http://www.economist.com/news/leaders/21599358-how-get-more-worlds-savings-pay-new-roads-airports-and-electricity	1	10	LEADERS
2014-03-22	But the plan 	 have gone much further	http://www.economist.com/news/leaders/21599360-government-right-reform-hukou-system-it-needs-be-braver-great	1	11	LEADERS
2014-03-22	The points-based system 	 be scrapped and the door opened faster and wider	http://www.economist.com/news/leaders/21599360-government-right-reform-hukou-system-it-needs-be-braver-great	1	12	LEADERS
2014-03-22	We 	 use therapies that selectively ablate known prostate cancers while preserving existing functions, such as continence and sexual potency, and minimising lifetime morbidity	http://www.economist.com/news/letters/21599319-tibet-death-row-prostate-cancer-africa-tobacco-china-picasso-inequality-crimea	1	13	LETTERS
2014-03-22	Perhaps you 	 investigate the choices that politicians make regarding inequality	http://www.economist.com/news/letters/21599319-tibet-death-row-prostate-cancer-africa-tobacco-china-picasso-inequality-crimea	1	14	LETTERS
2014-03-22	Accidentally revealed briefing notes stating that London’s financial centre, the City, 	 not be closed to Russians seemed to bolster the case	http://www.economist.com/news/briefing/21599408-london-has-more-lose-most-when-it-comes-scaring-oligarchs-honey-trapped	1	15	BRIEFING
2014-03-22	Almost 90% of all Venezuelans said the government 	 change its policies, and an astonishing 64% favoured getting rid of it “by constitutional means” as soon as possible	http://www.economist.com/news/americas/21599382-support-among-poor-government-nicol-s-maduro-conditional-inside-barrios	1	16	AMERICAS
2014-03-22	Brazil 	 set out to turn it into a free-trade area instead	http://www.economist.com/news/americas/21599386-brazils-next-government-will-need-new-foreign-policy-bets-failed	1	17	AMERICAS
2014-03-22	And it 	 recognise that the democracy clauses in regional agreements do not merely require condemnation of coups but also oblige elected presidents, like Mr Maduro, to adhere to minimum standards of democratic governance and human rights	http://www.economist.com/news/americas/21599386-brazils-next-government-will-need-new-foreign-policy-bets-failed	1	18	AMERICAS
2014-03-22	“Mexico is a market economy, but we 	 have better markets	http://www.economist.com/news/americas/21599374-brain-behind-president-pe-bold-economic-reforms-man-mit	1	19	AMERICAS
2014-03-22	Although Mexico 	 benefit from recovery in the United States, Mr Videgaray thinks it needs a big dose of deficit spending to hit the government’s 3	http://www.economist.com/news/americas/21599374-brain-behind-president-pe-bold-economic-reforms-man-mit	1	20	AMERICAS
2014-03-22	There are also fears of a backlash from Buddhist nationalists, 	 the census show, as many think it will, that the Muslim population is more than double the official estimate of 4m (out of a population of 60m)	http://www.economist.com/news/asia/21599404-ill-considered-headcount-stirs-anger-and-mistrust-too-much-information	1	21	ASIA
2014-03-22	But the first fear 	 allay the second	http://www.economist.com/news/china/21599395-chinas-property-prices-appear-be-falling-again-double-bubble-trouble	1	22	CHINA
2014-03-22	The “level of democratisation”, it says, 	 be increased in the drawing up of city plans	http://www.economist.com/news/china/21599397-government-unveils-new-people-centred-plan-urbanisation-moving-up	1	23	CHINA
2014-03-22	Running may be fine, but Mr Renzi 	 be careful not to trip	http://www.economist.com/news/europe/21599391-italian-prime-minister-hopes-be-let-some-europes-fiscal-austerity-gambler-rush	1	24	EUROPE
2014-03-22	For Italy’s new government, which will be judged by voters mainly on whether it can kick-start growth and create more jobs, cutting the burden on employers 	 be a clear priority	http://www.economist.com/news/europe/21599396-austerity-hit-countries-europe-try-new-approach-cutting-taxes-lightening-load	1	25	EUROPE
2014-03-22	Through a combination of finding alternative suppliers, switching of fuels and rationing, most (but not all) countries 	 get through the next six months or so	http://www.economist.com/news/europe/21599380-europe-has-yet-wean-itself-russian-energy-adrift-over-energy	1	26	EUROPE
2014-03-22	But Russian pipelines 	 not be used to exert pressure on countries, or to force them to pay outrageous prices	http://www.economist.com/news/europe/21599380-europe-has-yet-wean-itself-russian-energy-adrift-over-energy	1	27	EUROPE
2014-03-22	First, it 	 reduce its reliance on imported energy by developing renewable and nuclear power, shale-gas resources in the EU and promoting energy-saving measures	http://www.economist.com/news/europe/21599380-europe-has-yet-wean-itself-russian-energy-adrift-over-energy	1	28	EUROPE
2014-03-22	Market power Third, and perhaps most important, the EU 	 ensure that natural gas, wherever it comes from, can reach all who need it at a reasonable price	http://www.economist.com/news/europe/21599380-europe-has-yet-wean-itself-russian-energy-adrift-over-energy	1	29	EUROPE
2014-03-22	There is much that Europe can and 	 do	http://www.economist.com/news/europe/21599380-europe-has-yet-wean-itself-russian-energy-adrift-over-energy	1	30	EUROPE
2014-03-22	But no one 	 doubt the clarity of the vision that is driving the Conservative chancellor	http://www.economist.com/news/britain/21599361-chancellors-fifth-budget-was-full-trickeryyet-utterly-serious-general-osborne	1	31	BRITAIN
2014-03-22	Even after the deficit is no more, the chancellor believes, public spending 	 be held down	http://www.economist.com/news/britain/21599361-chancellors-fifth-budget-was-full-trickeryyet-utterly-serious-general-osborne	1	32	BRITAIN
2014-03-22	If the plane’s wreckage is found, and especially if its “black box” flight recorder can be recovered, what happened to flight 370 	 become clearer	http://www.economist.com/news/international/21599378-disappearance-malaysia-airlines-passenger-jet-shows-how-air-traffic-communications	1	33	INTERNATIONAL
2014-03-22	But many are now calling for an automatic alert to be sent in such circumstances, so that ground authorities know that they 	 start tracking the plane with conventional radar	http://www.economist.com/news/international/21599378-disappearance-malaysia-airlines-passenger-jet-shows-how-air-traffic-communications	1	34	INTERNATIONAL
2014-03-22	In the meantime, for the grieving relatives, there is little comfort to be taken from the fact that such mysteries 	 soon be a thing of the past	http://www.economist.com/news/international/21599378-disappearance-malaysia-airlines-passenger-jet-shows-how-air-traffic-communications	1	35	INTERNATIONAL
2014-03-22	In the meantime, the question of who ICANN 	 report to, if not America’s government, is bound to sow further discord	http://www.economist.com/news/international/21599385-america-promises-release-its-grip-internets-phone-bookand-opens-up-debate	1	36	INTERNATIONAL
2014-03-22	After Mr Strickling’s announcement it took Newt Gingrich, the former Republican speaker of the house of representatives, just minutes to tweet: “Every American 	 worry about [President] Obama giving up control of the Internet to an undefined group	http://www.economist.com/news/international/21599385-america-promises-release-its-grip-internets-phone-bookand-opens-up-debate	1	37	INTERNATIONAL
2014-03-22	” No matter how reasoned the discussions about who 	 oversee ICANN, and about internet governance more generally, they risk falling victim to America’s divided domestic politics	http://www.economist.com/news/international/21599385-america-promises-release-its-grip-internets-phone-bookand-opens-up-debate	1	38	INTERNATIONAL
2014-03-22	YouTube, Google’s popular online video service, is expected to launch a paid-for music-streaming service in the coming months, which 	 help boost the numbers	http://www.economist.com/news/business/21599350-record-bosses-now-hope-online-streaming-could-become-big-enough-business-arrest-their	1	39	BUSINESS
2014-03-22	However, potential buyers of the Chinese firms’ shares 	 consider two risks	http://www.economist.com/news/business/21599383-chinas-online-firms-are-flying-american-stockmarkets-migrating-finches	1	40	BUSINESS
2014-03-22	From April a new formula will apply, partly based on global benchmarks, which 	 see the price rise to about $8	http://www.economist.com/news/business/21599381-indias-biggest-energy-project-has-produced-more-squabbles-gas-deep-controversy	1	41	BUSINESS
2014-03-29	ANYONE who doubts the importance of the International Monetary Fund 	 look at Ukraine	http://www.economist.com/news/leaders/21599772-congresss-failure-support-international-monetary-fund-shameful-and	1	1	LEADERS
2014-03-29	And with a smaller quota and greater reliance on credit, the fund’s finances will be less secure that they 	 be	http://www.economist.com/news/leaders/21599772-congresss-failure-support-international-monetary-fund-shameful-and	1	2	LEADERS
2014-03-29	Lessons for Europe, too Ms Le Pen’s rise 	 serve as a warning not just in Paris but also in Brussels and elsewhere	http://www.economist.com/news/leaders/21599773-marine-le-pens-success-should-serve-warning-political-elite-france-and-across	1	3	LEADERS
2014-03-29	In this sectionRise of the robots Dereliction of duty On the march All for one Boring can still be bad Reprints     Instead, the West 	 forcefully reassert NATO’s willingness to defend itself and make it clear that all members of the alliance share its complete protection (see article)	http://www.economist.com/news/leaders/21599771-alliance-must-banish-suspicion-it-would-not-always-defend-its-eastern-flank-all	1	4	LEADERS
2014-03-29	Instead of ratcheting up tension, the West 	 provide “off-ramps” that steer Russia towards détente	http://www.economist.com/news/leaders/21599771-alliance-must-banish-suspicion-it-would-not-always-defend-its-eastern-flank-all	1	5	LEADERS
2014-03-29	More exercises 	 take place in eastern Europe	http://www.economist.com/news/leaders/21599771-alliance-must-banish-suspicion-it-would-not-always-defend-its-eastern-flank-all	1	6	LEADERS
2014-03-29	NATO’s next head, to be appointed in September, 	 be someone who understands Russia—Jens Stoltenberg, a former Norwegian prime minister, or Radek Sikorski, Poland’s foreign minister	http://www.economist.com/news/leaders/21599771-alliance-must-banish-suspicion-it-would-not-always-defend-its-eastern-flank-all	1	7	LEADERS
2014-03-29	The alliance 	 work with Sweden and Finland and leave the door open to their membership	http://www.economist.com/news/leaders/21599771-alliance-must-banish-suspicion-it-would-not-always-defend-its-eastern-flank-all	1	8	LEADERS
2014-03-29	And all members 	 honour their pledge to spend 2% of GDP on defence	http://www.economist.com/news/leaders/21599771-alliance-must-banish-suspicion-it-would-not-always-defend-its-eastern-flank-all	1	9	LEADERS
2014-03-29	European and Latin American trustbusters are making good use of the technique; their American counterparts 	 do so, too	http://www.economist.com/news/leaders/21599775-market-rigging-unsexy-industries-costs-consumers-lot-more-can-be-done-detect-and-deter	1	10	LEADERS
2014-03-29	This could never be the primary determinant in competition decisions, but it 	 be in the mix	http://www.economist.com/news/leaders/21599775-market-rigging-unsexy-industries-costs-consumers-lot-more-can-be-done-detect-and-deter	1	11	LEADERS
2014-03-29	European peace and security, and NATO, 	 be Britain’s strategic priorities	http://www.economist.com/news/letters/21599739-cronyism-competition-defence-policy-china-takeovers-prostitution-solar-power-senators	1	12	LETTERS
2014-03-29	In April she will join McKinsey, a consultancy that 	 give her immediate membership of a globe-trotting elite	http://www.economist.com/news/briefing/21599763-womens-lowly-status-japanese-workplace-has-barely-improved-decades-and-country	1	13	BRIEFING
2014-03-29	She is acutely aware of the difficulties she would face at traditional Japanese companies, 	 she find herself joining one	http://www.economist.com/news/briefing/21599763-womens-lowly-status-japanese-workplace-has-barely-improved-decades-and-country	1	14	BRIEFING
2014-03-29	That one of the brightest of Japan’s graduates needs to say such things 	 worry Shinzo Abe, the prime minister	http://www.economist.com/news/briefing/21599763-womens-lowly-status-japanese-workplace-has-barely-improved-decades-and-country	1	15	BRIEFING
2014-03-29	In 1979, 70% of women agreed with the statement that “The husband 	 be the breadwinner and the wife 	http://www.economist.com/news/briefing/21599763-womens-lowly-status-japanese-workplace-has-barely-improved-decades-and-country	1	16	BRIEFING
2014-03-29	In January Michiko Hasegawa, whom Mr Abe had approved as a board member at NHK, Japan’s national broadcaster, published a column saying that women’s most important task was to bring up their children, and that this 	 take priority over working outside the home	http://www.economist.com/news/briefing/21599763-womens-lowly-status-japanese-workplace-has-barely-improved-decades-and-country	1	17	BRIEFING
2014-03-29	At a private dinner in Davos Mr Abe listened to a small group of senior women, including a former head of state, discuss what Japan 	 do differently	http://www.economist.com/news/briefing/21599763-womens-lowly-status-japanese-workplace-has-barely-improved-decades-and-country	1	18	BRIEFING
2014-03-29	Indeed, “it 	 make business easier, by making the rules clearer	http://www.economist.com/news/americas/21599781-brazils-magna-carta-web-net-closes	1	19	AMERICAS
2014-03-29	He 	 send it back	http://www.economist.com/news/americas/21599780-british-virgin-islands-get-tough-going-overboard	1	20	AMERICAS
2014-03-29	Stricter controls 	 be in place this time round, but they may simply lead to smarter ways of cheating	http://www.economist.com/news/asia/21599820-third-election-looming-talibans-fall-2001and-first-democratic-handover	1	21	ASIA
2014-03-29	The country, as its critics suggest, 	 have consumed these resources rather than squandering them on ill-conceived ventures	http://www.economist.com/news/china/21599806-our-asia-economics-editor-takes-his-leave-less-worried-many-his-peers-about-frailties	1	22	CHINA
2014-03-29	But China 	 escape the second and third stages	http://www.economist.com/news/china/21599806-our-asia-economics-editor-takes-his-leave-less-worried-many-his-peers-about-frailties	1	23	CHINA
2014-03-29	For every sunset industry that must contract (steel, solar energy, baroque flats), a sunrise industry 	 expand (health care, logistics, spartan flats)	http://www.economist.com/news/china/21599806-our-asia-economics-editor-takes-his-leave-less-worried-many-his-peers-about-frailties	1	24	CHINA
2014-03-29	But it 	 still reap that harvest in full	http://www.economist.com/news/china/21599806-our-asia-economics-editor-takes-his-leave-less-worried-many-his-peers-about-frailties	1	25	CHINA
2014-03-29	China’s excesses 	 also be kept in perspective	http://www.economist.com/news/china/21599806-our-asia-economics-editor-takes-his-leave-less-worried-many-his-peers-about-frailties	1	26	CHINA
2014-03-29	Although their mayoral candidate, Anne Hidalgo, came second to the UMP’s Nathalie Kosciusko-Morizet, the Socialists have done a deal with the Greens that 	 secure a narrow majority for the left in the run-off	http://www.economist.com/news/europe/21599830-very-bad-fran-ois-hollande-very-good-marine-le-pen-little-local-difficulty	1	27	EUROPE
2014-03-29	And the World Service’s reputation for independence 	 be bolstered now that it no longer relies on government cash	http://www.economist.com/news/britain/21599833-sweeping-cuts-have-not-killed-bbc-world-service-steady-neglect-might-foreign-losses	1	28	BRITAIN
2014-03-29	As belts tighten, executives will find it hard to convince Britain’s fee-payers—who currently see little of the World Service’s output—that Hindi or Hausa services 	 be spared at the expense of domestic programming, says Nic Newman, another former staffer	http://www.economist.com/news/britain/21599833-sweeping-cuts-have-not-killed-bbc-world-service-steady-neglect-might-foreign-losses	1	29	BRITAIN
2014-03-29	Britain 	 have learned from it, though	http://www.economist.com/news/britain/21599796-northern-irelands-continuing-troubles-hold-lessons-britain-about-rest	1	30	BRITAIN
2014-03-29	” He 	 know	http://www.economist.com/news/business/21599799-trustbusters-have-got-better-detecting-cartels-and-bolder-punishing-them-incentives	1	31	BUSINESS
2014-03-29	Their rivalry 	 be a real spectacle	http://www.economist.com/news/business/21599816-social-network-makes-another-expensive-bet-future-game-goggles	1	32	BUSINESS
2014-03-29	France has less to cheer about, but optimists note that the gap between yields on property and those on government securities is the highest in 20 years, which 	 underpin prices	http://www.economist.com/news/business/21599813-investors-are-pouring-market-faster-tenants-skyscraper-too-far	1	33	BUSINESS
2014-03-29	The implications are that there ought to be generally accepted accounting principles for the environment, and that policymakers 	 pay more attention to efforts under way to create them	http://www.economist.com/news/business/21599770-companies-are-starting-open-up-about-their-environmental-risks-they-need-do-more-green	1	34	BUSINESS
2014-03-29	The basic framework would not be hard to set: companies 	 publish assessments of climate risks and opportunities (Exxon is doing that); disclose their greenhouse-gas emissions; and explain how they are seeking to cut them	http://www.economist.com/news/business/21599770-companies-are-starting-open-up-about-their-environmental-risks-they-need-do-more-green	1	35	BUSINESS
2014-04-05	Mr Gandhi 	 make a virtue of his diffidence by stepping back from politics and promoting modernisers to the fore	http://www.economist.com/news/leaders/21600106-he-will-probably-become-indias-next-prime-minister-does-not-mean-he-should-be-can-anyone	1	1	LEADERS
2014-04-05	If, more probably, victory goes to the BJP, its coalition partners 	 hold out for a prime minister other than Mr Modi	http://www.economist.com/news/leaders/21600106-he-will-probably-become-indias-next-prime-minister-does-not-mean-he-should-be-can-anyone	1	2	LEADERS
2014-04-05	But for now he 	 be judged on his record—which is that of a man who is still associated with sectarian hatred	http://www.economist.com/news/leaders/21600106-he-will-probably-become-indias-next-prime-minister-does-not-mean-he-should-be-can-anyone	1	3	LEADERS
2014-04-05	If Mr Erdogan wants to be mentioned in the same breath, he 	 try much harder to represent the interests of all Turks, not just those who rallied to him this week	http://www.economist.com/news/leaders/21600118-after-his-unexpectedly-big-win-recep-tayyip-erdogan-should-be-magnanimous-be-merciful-great	1	4	LEADERS
2014-04-05	In January a deepwater port opened in Mariel on Cuba’s northern coast, a prime spot to handle traffic with the United States 	 the drawbridge come down	http://www.economist.com/news/leaders/21600117-would-be-especially-good-time-change-americas-relations-cuba-if-not-now	1	5	LEADERS
2014-04-05	Universities 	 be required to find out how much their graduates earn and, on the basis of that, provide students with a rate of return on their investment	http://www.economist.com/news/leaders/21600120-many-american-universities-offer-lousy-value-money-government-can-help-change	1	6	LEADERS
2014-04-05	Universities 	 also have more of a stake in their students’ success	http://www.economist.com/news/leaders/21600120-many-american-universities-offer-lousy-value-money-government-can-help-change	1	7	LEADERS
2014-04-05	America 	 do everything it can to help them get it right	http://www.economist.com/news/leaders/21600120-many-american-universities-offer-lousy-value-money-government-can-help-change	1	8	LEADERS
2014-04-05	Winston Churchill thought Parliament 	 meet for no more than five months a year	http://www.economist.com/news/leaders/21600121-legislature-has-stopped-doing-things-so-it-might-well-start-undoing-things-britains-idle	1	9	LEADERS
2014-04-05	Undo something There are plenty of important things that Parliament 	 be doing	http://www.economist.com/news/leaders/21600121-legislature-has-stopped-doing-things-so-it-might-well-start-undoing-things-britains-idle	1	10	LEADERS
2014-04-05	Since Britain’s politicians seem incapable of passing any useful new laws, they 	 occupy themselves in scrapping some useless old ones	http://www.economist.com/news/leaders/21600121-legislature-has-stopped-doing-things-so-it-might-well-start-undoing-things-britains-idle	1	11	LEADERS
2014-04-05	In time, they 	 help to improve the political system	http://www.economist.com/news/briefing/21600108-rapid-social-change-and-assertive-voters-will-improve-indian-democracy-we-are-connected	1	12	BRIEFING
2014-04-05	The first was an education reform inspired by the notion that the state 	 offer free and equal education to all	http://www.economist.com/news/americas/21600133-michelle-bachelets-struggle-combine-equity-and-growth-chile-political-futbol	1	13	AMERICAS
2014-04-05	It decided that both elections 	 be held on the same day, though not until 2019	http://www.economist.com/news/asia/21600130-parliamentary-poll-next-week-has-much-bearing-presidential-one-july-democracys-big-bang	1	14	ASIA
2014-04-05	There have been calls for similar legislation in next-door Kazakhstan, where a deputy from the ruling Nur Otan party said last year that gays 	 be considered “criminals against humanity”	http://www.economist.com/news/asia/21600186-rulers-take-page-out-russias-intolerant-playbook-criminal-relations	1	15	ASIA
2014-04-05	Berliners now use only about 200m cubic metres of water, whereas they 	 be using at least 300m, says Manfred Schafhauser, a geologist who did a study for the local chamber of commerce	http://www.economist.com/news/europe/21600168-capitals-groundwater-rising-dangerous-levels-moisture-down-below	1	16	EUROPE
2014-04-05	Applicants 	 send a CV and an article of 600-700 words suitable for publication in the section	http://www.economist.com/news/britain/21600109-internship	1	17	BRITAIN
2014-04-05	The shock of the Crimean annexation 	 speed up sluggish European decision-making on storage, interconnection, diversification, liberalisation, shale gas and efficiency	http://www.economist.com/news/briefing/21600111-reducing-europes-dependence-russian-gas-possiblebut-it-will-take-time-money-and-sustained	1	18	BRIEFING
2014-04-12	But Bagehot’s rule had a sting in the tail: the bail-out charges 	 be punitive	http://www.economist.com/news/leaders/21600699-state-subsidies-and-guarantees-are-once-again-corroding-financial-sector-and-creating-new	1	1	LEADERS
2014-04-12	That toughness rested on the view that governments 	 as far as they could treat financiers like any other industry, forcing bankers and investors to take as much of the risk as possible themselves	http://www.economist.com/news/leaders/21600699-state-subsidies-and-guarantees-are-once-again-corroding-financial-sector-and-creating-new	1	2	LEADERS
2014-04-12	Deposit insurance 	 be gradually trimmed until it protects no more than a year’s pay, around $50,000 in America	http://www.economist.com/news/leaders/21600699-state-subsidies-and-guarantees-are-once-again-corroding-financial-sector-and-creating-new	1	3	LEADERS
2014-04-12	Governments 	 report these liabilities in national accounts, like other subsidies, and exact a proper price for them	http://www.economist.com/news/leaders/21600699-state-subsidies-and-guarantees-are-once-again-corroding-financial-sector-and-creating-new	1	4	LEADERS
2014-04-12	A bourgeois class of perhaps 300m people has emerged—and they have their own views on the sort of place China 	 become	http://www.economist.com/news/leaders/21600683-communist-party-giving-more-freedom-revolutionary-idea-enter-chinese-ngo	1	5	LEADERS
2014-04-12	They 	 be given full freedom to do so	http://www.economist.com/news/leaders/21600683-communist-party-giving-more-freedom-revolutionary-idea-enter-chinese-ngo	1	6	LEADERS
2014-04-12	Meanwhile, the party 	 also make its disbursal of funds to NGOs more transparent	http://www.economist.com/news/leaders/21600683-communist-party-giving-more-freedom-revolutionary-idea-enter-chinese-ngo	1	7	LEADERS
2014-04-12	Bigotry is abhorrent and laws that entrench it 	 be condemned	http://www.economist.com/news/leaders/21600684-why-world-banks-focus-gay-rights-misguided-right-cause-wrong-battle	1	8	LEADERS
2014-04-12	Only “economic considerations” 	 be relevant to lending decisions	http://www.economist.com/news/leaders/21600684-why-world-banks-focus-gay-rights-misguided-right-cause-wrong-battle	1	9	LEADERS
2014-04-12	He 	 attack corruption: instead, he sacked the central-bank governor who raised the alarm over billions of dollars in oil revenues missing from the state coffers	http://www.economist.com/news/leaders/21600685-nigerias-suddenly-supersized-economy-indeed-wonder-so-are-its-still-huge	1	10	LEADERS
2014-04-12	Our constitution 	 not be subjected to reform by terrorists, such as FARC; this would set a devastating precedent that weakens our legality	http://www.economist.com/news/letters/21600655-colombia-imf-robots-media-africa-jobs-streaming-northern-ireland	1	11	LETTERS
2014-04-12	But it 	 adhere to rules regarding “exceptional access” that limit the amount of lending it can do, as these rules work to guard against moral hazard	http://www.economist.com/news/letters/21600655-colombia-imf-robots-media-africa-jobs-streaming-northern-ireland	1	12	LETTERS
2014-04-12	There 	 be only one condition: that for the duration of their march they must all wear green or orange frogman flippers	http://www.economist.com/news/letters/21600655-colombia-imf-robots-media-africa-jobs-streaming-northern-ireland	1	13	LETTERS
2014-04-12	A new highway or two 	 suit them fine	http://www.economist.com/news/asia/21600748-opium-growing-rise-again-drug-consumption-getting-higher	1	14	ASIA
2014-04-12	Next year, without the NATO presence, militants will much more easily melt into Afghanistan 	 the Pakistani army attack them	http://www.economist.com/news/asia/21600751-politicians-defy-once-mighty-generals-over-pervez-musharraf-general-unease	1	15	ASIA
2014-04-12	“Nobody 	 expect special treatment,” says Khawaja Asif, the defence minister, who was locked up during the Musharraf coup	http://www.economist.com/news/asia/21600751-politicians-defy-once-mighty-generals-over-pervez-musharraf-general-unease	1	16	ASIA
2014-04-12	Some suggest that the Taliban was split over how far it 	 target voters to undermine the election	http://www.economist.com/news/asia/21600745-election-afghanistan-has-delivered-powerful-message-home-and-abroad-gesture	1	17	ASIA
2014-04-12	But that 	 not detract from the achievement of the army and the police	http://www.economist.com/news/asia/21600745-election-afghanistan-has-delivered-powerful-message-home-and-abroad-gesture	1	18	ASIA
2014-04-12	The Chinese head of an NGO says his friends tell him he 	 let the whole system “rot until it collapses”	http://www.economist.com/news/china/21600747-spite-political-clampdown-flourishing-civil-society-taking-hold-beneath-glacier	1	19	CHINA
2014-04-12	5 billion, plus two one-off measures: repayment of the state’s vast debts to private companies (most of which does not count as current spending but 	 generate higher VAT revenues) and a windfall for Italian financial institutions from revaluing the stakes that they hold in the Bank of Italy (which the government wants to tax at 26%)	http://www.economist.com/news/europe/21600720-matteo-renzi-may-have-fight-and-borrow-more-realise-his-bold-agenda-last-chance	1	20	EUROPE
2014-04-12	Rafael Doménech of BBVA, a bank, says Spain 	 aspire to more than being the best of the worst and, instead, measure itself against Europe’s most successful economies	http://www.economist.com/news/europe/21600721-economy-improving-it-still-has-long-way-go-better-not-best	1	21	EUROPE
2014-04-12	Ideally, the euro zone 	 first fix the banks	http://www.economist.com/news/europe/21600723-german-legalism-hampering-rational-crisis-management-laws-euro-nomics	1	22	EUROPE
2014-04-12	Forcing lenders to hold buffers large enough to withstand such a shock 	 deter them from offering the riskiest kinds of mortgage	http://www.economist.com/news/britain/21600728-property-prices-are-rising-swiftly-bank-england-may-intervene-cool-it	1	23	BRITAIN
2014-04-12	It 	 not fear to act	http://www.economist.com/news/britain/21600728-property-prices-are-rising-swiftly-bank-england-may-intervene-cool-it	1	24	BRITAIN
2014-04-12	Nor, as Tory MPs want, 	 he ramp up the emotional case for the union—for that is ground on which Alex Salmond, the nationalists’ charismatic leader, cannot lose	http://www.economist.com/news/britain/21600741-campaigners-keep-scotland-british-need-more-positive-case-union-perils	1	25	BRITAIN
2014-04-12	At the least, Better Together’s members 	 agree the broad outlines of the future devolution that most Scots want	http://www.economist.com/news/britain/21600741-campaigners-keep-scotland-british-need-more-positive-case-union-perils	1	26	BRITAIN
2014-04-12	It 	 not be too difficult	http://www.economist.com/news/britain/21600741-campaigners-keep-scotland-british-need-more-positive-case-union-perils	1	27	BRITAIN
2014-04-12	Those who run and profit from rugby, and other sports that see hefty men’s heads shaken by collision or contact with fast-moving balls, 	 be worried, too	http://www.economist.com/news/international/21600715-other-ball-games-are-failing-learn-american-footballs-experience	1	28	INTERNATIONAL
